please_choose_a_category,Tweets,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13
direct_eyewitness,yep that was an earthquake. not the warriors in the playoffs.,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,am i trippin or was that a small earthquake?,1,1,1,1,1,1,1,0,1,1,0,1,0
direct_eyewitness,watching  warriors  game on t.v. in san leandro and an earthquake happened. i hate earthquakes.,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,uhh there was just an earthquake,0,1,1,0,1,0,0,0,1,1,0,1,1
direct_eyewitness,idk if it  s just me  but i hear an earthquake before i feel it.,1,1,1,1,1,0,0,1,1,1,0,1,1
direct_eyewitness,there was a earthquake or what ?,0,1,1,1,1,1,1,0,1,1,0,0,0
direct_eyewitness,my life just flashed before my eyes during that earthquake rn,0,1,1,1,1,0,0,0,1,1,0,1,1
direct_eyewitness,that was a good one #earthquake,0,1,1,1,1,1,0,0,1,1,0,0,0
direct_eyewitness,i think that was a fairly large sized earthquake i just felt in san bruno just now. #warriors #rockets,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,earthquake #earthquake,0,0,0,0,0,0,0,0,0,0,1,0,0
direct_eyewitness,ooo is it over yet? #earthquake,0,1,1,0,1,1,1,0,1,0,0,0,0
direct_eyewitness,aw hell no. i  m high af and that earthquake scared me,1,1,1,1,1,1,0,0,1,0,0,1,0
direct_eyewitness,damn y  all feel that earthquake?,0,1,1,0,0,0,1,0,1,1,0,0,0
direct_eyewitness,that earthquake tho..,0,0,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,that was just an earthquake right ?,0,1,1,0,1,0,1,0,1,1,0,1,1
direct_eyewitness,i felt my first earthquake since moving to california! ,1,1,1,1,1,0,1,0,1,0,0,1,1
direct_eyewitness,i felt a huge jolt...earthquake or neighbor bouncing around?,1,1,1,1,1,1,1,0,1,1,0,1,0
direct_eyewitness,i just felt another damn earthquake,1,1,1,1,1,0,0,0,1,1,0,1,0
direct_eyewitness,there was fasholy just an earthquake  i know i aint trippn,1,1,1,1,1,0,0,0,1,1,0,1,1
direct_eyewitness,baby earthquake?? kind of thought my bread in the oven exploded.,0,1,1,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,the key to surviving an #earthquake  i find  is to be in a weak-ass earthquake.    works every time.,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,omg earthquake!! ,0,0,0,0,0,0,1,1,0,0,1,0,0
direct_eyewitness,i was about to be real mad at my neighbors for stomping...it was an earthquake. вї\_(гѓ„)_/вї,1,1,1,1,1,0,0,0,1,1,0,1,1
direct_eyewitness,hell na blood that earthquake got me fucked up,1,1,1,0,1,1,0,0,1,0,0,0,0
direct_eyewitness,wtf i just jumped up and down. who felt that earthquake just right now.,1,1,1,1,1,0,0,1,1,1,0,1,0
direct_eyewitness,wow that was a long earthquake,0,1,1,1,1,1,0,0,1,1,0,0,0
direct_eyewitness,been in california for a day and already felt an earthquake,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,very tiny earthquake. like.. quarter of a second?,0,1,1,1,1,1,1,0,1,1,0,1,0
direct_eyewitness,idk if that was a earthquake or what,0,1,1,1,1,1,0,1,1,1,0,0,0
direct_eyewitness,"i was doing some dishes  talking with  coronam  and she says  ""whoa  there's an earthquake "" and i look at her like  https://t.co/vzxdljynbb",1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,ok did y  all feel that earthquake ?,0,1,1,0,0,0,1,0,1,1,0,0,0
direct_eyewitness,um earthquake anyone?,0,0,0,0,0,0,1,0,0,0,0,0,0
direct_eyewitness,was an earthquake ok #ivotebtsbbmas  bts_twt,0,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,i  m sure that was an earthquake lmaooo,1,1,1,1,1,0,0,0,1,0,0,1,1
direct_eyewitness,okay  but who felt the earthquake right now ):,0,1,1,0,1,0,0,0,1,1,0,0,0
direct_eyewitness,i could've swore my bed just moved and i'm not sure if it was a tiny earthquake or a demon,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,wtf was there just an earthquake,0,1,1,0,1,0,0,1,1,1,0,1,1
direct_eyewitness,tf was that punk ass earthquake ,0,1,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,#earthquake west portal,0,0,0,0,0,0,0,0,0,0,0,0,0
direct_eyewitness,um was that an earthquake,0,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,ummm that earthquake while on the fifth floor of a big building is spooky goddammit bay area,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,i just felt an earthquake whoag,1,1,1,1,1,0,0,0,1,1,0,1,1
direct_eyewitness,#danville shaking again!! disrupting the  warriors game!! #earthquake,1,0,1,0,1,0,1,0,0,0,0,0,0
direct_eyewitness,holy crap i just felt my first earthquake,1,1,1,1,1,0,0,0,1,1,0,1,1
direct_eyewitness,fucking earthquake!,0,0,0,0,0,0,1,0,1,0,1,0,0
direct_eyewitness,fuqqin earthquake interrupting my netflix evil genius binge ,0,0,0,1,1,0,0,0,0,1,0,0,1
direct_eyewitness,anyone feel that earthquake? scared tf out of me...,0,1,1,1,1,0,1,0,1,1,0,1,0
direct_eyewitness,was that an earthquake or were my upstairs neighbors running around again,0,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,bruh i think there was just an earthquake the whole apt shook,1,1,1,1,1,0,0,0,1,1,0,1,1
direct_eyewitness,#earthquake good morning friends.,0,1,0,0,0,0,0,0,1,1,0,1,0
direct_eyewitness,why that earthquake really wake me up,1,1,1,1,1,1,0,0,1,0,0,0,0
direct_eyewitness,my first sf #earthquake.,0,0,0,1,1,0,0,0,0,0,0,0,1
direct_eyewitness,sf earthquake..?,0,0,0,0,0,0,1,0,0,0,1,0,0
direct_eyewitness,i've been feeling some movement for about two weeks but i thought it was (mostly) traffic or trains. #earthquake,1,1,1,1,1,1,0,0,1,1,0,1,0
direct_eyewitness,literally when was this earthquake bc i  m in class and ain  t felt shit,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,.earthquake bruh. lol,0,0,0,0,0,0,0,1,0,0,0,0,0
direct_eyewitness,did anyone else feel an earthquake or was i just my imagination?? #sanfrancisco #bayarea,1,1,1,1,1,0,1,0,1,1,0,1,1
direct_eyewitness,yo there was just a lil earthquake lol,0,1,1,1,1,1,0,1,1,1,0,1,0
direct_eyewitness,who felt that earthquake just now!!!! #earthquake,0,1,1,0,0,0,1,0,1,1,0,1,0
direct_eyewitness,lit ass earthquake lol,0,0,0,0,0,0,0,1,1,0,0,0,0
direct_eyewitness,hello earthquake twitter!!!!!,0,0,0,0,0,0,1,0,1,0,0,0,0
direct_eyewitness,did we just have a small #earthquake in san francisco?,0,1,1,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,just stay away from los angeles  alrigh? #earthquake,0,1,1,0,1,0,1,0,0,1,0,1,0
direct_eyewitness,i need to get an emergency kit before we have the huge earthquake,1,1,1,1,1,0,0,0,1,0,0,1,1
direct_eyewitness,that was the strongest #earthquake  i've ever felt. pups are freaked out,0,1,1,1,1,0,0,0,1,0,0,1,0
direct_eyewitness,that earthquake tho #bayarea,0,0,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,so did we just have an earthquake ?,0,1,1,0,1,0,1,0,1,1,0,1,1
direct_eyewitness, arb was there an earthquake if u didnt tweet about it tho,0,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,i come to twitter after an earthquake to feel safe,1,1,1,1,1,0,0,0,1,1,0,1,1
direct_eyewitness,one short  sharp jolt. wasn  t sure if it was an #earthquake. #sanfrancisco,0,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,me: was that an earthquake? my sister: idk i think wait like 2 min twitter will tell us,1,1,1,1,1,1,1,1,1,0,0,1,1
direct_eyewitness,#earthquake it mildly shocked me that it really happened because there are many that i feel that don't really happen,1,1,1,1,1,1,0,0,1,1,0,1,0
direct_eyewitness,thought i felt an earthquake last night too ,1,1,1,1,1,0,0,0,1,1,0,1,1
direct_eyewitness,just had an earthquake  we all g though,0,1,0,0,1,0,0,0,1,1,0,1,1
direct_eyewitness,that wasn  t an earthquake bruh thanos comin thru,0,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,getting earthquake readings here just makes me want to go home even more what the fuck,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,that was big #earthquake,0,1,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,eek. earthquake!,0,0,0,0,0,0,1,0,0,0,1,0,0
direct_eyewitness,small earthquake in sf just now  sfchronicle,0,1,0,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,i thought there was an earthquake going on right now but it  s just this damn train. ,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,am i tripping or was it just a earthquake in oakland?,1,1,1,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,yo who felt that earthquake,0,1,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,who felt that earthquake ,0,1,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,that was a nice little earthquake. got my attention.,0,1,1,1,1,1,0,0,1,1,0,0,1
direct_eyewitness,dude this is the first earthquake i  ve ever felt anyways the game is back on bye,1,1,1,1,1,1,0,0,1,0,0,1,1
direct_eyewitness,not with this earthquake shit   ёџ,0,1,1,0,1,1,0,0,1,0,0,0,0
direct_eyewitness,i  m over here still at school and the earthquake hits .... i am not tryna die at school,1,1,1,1,1,0,0,0,1,1,0,1,0
direct_eyewitness,that earthquake spooked me bruh,0,1,1,0,1,1,0,0,1,0,0,0,0
direct_eyewitness,sf! anyone felt that earthquake just now? ,0,1,1,0,0,0,1,0,1,1,0,1,0
direct_eyewitness,sf you guys feel that? #earthquake,0,1,1,0,1,0,1,0,1,1,0,0,0
direct_eyewitness,i ain  t gon lie that earthquake had me thinking it was just on! i went and grabbed the strap,1,1,1,1,1,1,1,0,1,1,0,1,0
direct_eyewitness,was that an #earthquake???  #berkeley,0,1,1,0,1,0,1,0,1,0,0,0,1
direct_eyewitness,omg !! scary ass earthquake in the city !! lord will my client hurry her ass up out the shower so i can do her hair  https://t.co/nxuqmklfjz,1,1,1,1,1,1,1,1,1,1,0,1,1
direct_eyewitness,whoa  earthquake.,0,0,0,0,0,0,0,0,0,0,1,0,0
direct_eyewitness,uhhh that earthquake was wild,0,1,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,hoemygodddd i just felt my first earthquake wtf,1,1,1,1,1,0,0,1,1,1,0,1,1
direct_eyewitness,did anyone else feel that earthquake? lol,0,1,1,0,0,0,1,1,1,1,0,0,0
direct_eyewitness,bro that mini earthquake lol,0,0,1,0,0,0,0,1,1,0,0,0,0
direct_eyewitness,bitch was it just a earthquake,0,1,1,1,1,1,0,0,1,1,0,1,0
direct_eyewitness,the house is shaking...i think that  s an earthquake. #earthquake #hayward #california,0,1,1,0,1,1,0,0,1,0,0,0,1
direct_eyewitness,def san francisco earthquake.  scared me. #sanfrancisco #earthquake,0,0,0,0,0,0,0,0,0,0,0,0,0
direct_eyewitness,i thought my brother was walkin hella loud but bitch aint even home so it was fasholy a tiny earthquake,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,that was someplace earthquake,0,1,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,earthquake:  *earthquakes* me:  i just sat down.,1,1,1,1,1,0,0,0,1,1,0,1,0
direct_eyewitness,earthquake....,0,1,1,1,1,1,0,0,1,1,0,0,0
direct_eyewitness,y'all i just felt a damn earthquake for the first time in two years and i thought i was fr about to die,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,that was an earthquake wtf,0,1,1,0,1,0,0,1,1,0,0,0,1
direct_eyewitness,who felt that earthquake? https://t.co/pb1bedvncy,0,1,1,0,0,0,1,0,1,0,0,0,0
direct_eyewitness,that earthquake felt massive. holy crap.,0,1,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,bruh my bf jumped on the bed the second before the earthquake started so it took us both a second to realize it was  https://t.co/q8xltu7rcv,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,#earthquake twitter time!,0,0,0,0,0,0,1,0,0,0,0,0,0
direct_eyewitness,[earthquake twitter],0,0,0,0,0,0,0,0,0,0,1,0,0
direct_eyewitness,was it earthquake  or me being shaky? -bandung area.,0,1,1,1,1,1,1,0,1,1,0,0,0
direct_eyewitness,was that an #earthquake? biggest jolt i  ve felt in a while,1,1,1,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,i hope that was an earthquake and not a volcano,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,earthquake in sf! #earthquake,0,1,0,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,dat earthquake tho.,0,0,0,0,0,0,0,0,0,0,0,0,0
direct_eyewitness,was that a earthquake!?,0,1,1,1,1,1,1,0,1,1,0,0,0
direct_eyewitness, jswartz yea! welcome to earthquake twitter!,0,1,1,0,1,0,1,0,1,0,0,0,0
direct_eyewitness,damn that earthquake,0,0,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,the rare may earthquake.,0,0,1,0,1,0,0,0,0,0,0,0,0
direct_eyewitness,y  all feel that earthquake?,0,1,1,0,0,0,1,0,1,1,0,0,0
direct_eyewitness,that was not a small earthquake,0,1,1,1,1,1,0,0,1,1,0,0,0
direct_eyewitness,i  m in my hottub and i just felt the earthquake and it  s the weirdest feeling ever,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,slow gentle earthquake in el cerrito,0,1,0,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,holy crap an earthquake!!! 3rd one in this warehouse and it was big!,0,1,1,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,nice earthquake,0,0,0,0,0,0,0,0,0,0,1,0,0
direct_eyewitness,as a californian  i am contractually obligated to notify the internet when i feel an earthquake. so this is that tweet.,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,lmao i do not be moving when an earthquake hits. i feel if it  s my time to go then it  s my time to go.,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,oh was that an earthquake?,0,1,1,0,1,0,1,0,1,0,0,0,1
direct_eyewitness,idk how i didn  t feel the earthquake,1,1,1,1,1,1,0,1,1,1,0,1,1
direct_eyewitness,there was just an earthquake what dnsjjaana,0,1,1,0,1,0,0,0,1,1,0,1,1
direct_eyewitness,was that an earthquake? #oakland #earthquake,0,1,1,0,1,0,1,0,1,0,0,0,1
direct_eyewitness,well we just had an earthquake that i felt 20 something floors up in my office.,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,minor #earthquake in concord just now. one good jolt.,0,1,0,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,another earthquake so soon   ёџ,0,0,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,omg  who felt that earthquake???,0,1,1,0,0,0,1,0,1,0,0,0,0
direct_eyewitness,that earthquake scares the living shit out of me.,0,1,1,1,1,0,0,0,1,0,0,1,0
direct_eyewitness,#earthquake in sf just now ....little jolt and a little roll...,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,i  m in my car and i felt that fuckin earthquake wtf,1,1,1,1,1,1,0,1,1,1,0,1,1
direct_eyewitness,the earth is shaking  #okwx #fracking #okc #earthquake,1,0,1,0,1,1,0,0,1,0,0,1,0
direct_eyewitness,was it an earthquake or somebody shook  twitter building?,1,1,1,0,1,0,1,0,1,0,0,0,1
direct_eyewitness,nice little earthquake there,0,0,0,1,0,0,0,0,1,0,0,0,0
direct_eyewitness,there definitely was just an earthquake and it looked like something out of an exorcist movie. my bed started shaki  https://t.co/p6vqv0hs8b,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,that was a nice little shaker!  #earthquake,1,1,1,1,1,1,1,0,1,1,0,0,0
direct_eyewitness,did y  all jus feel that earthquake #earthquake #bayarea,0,1,1,0,0,0,0,0,1,1,0,0,0
direct_eyewitness,was just standing in my kitchen in alameda and the whole room shook for about five seconds. decent little #earthquake!,1,1,1,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,apparently  that was an earthquake #numerodos #pensequeeranlosvecinos #oaklandearthquake,0,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,*checks twitter after earthquake*,0,0,0,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,apparently there was an earthquake. thanks   twitter,0,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,damn an earthquake    ‚пёџ   ‚пёџ,0,1,0,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,damn i felt that earthquake. princess: oh my gaaaahh  it was shaking! ,1,1,1,1,1,0,1,0,1,0,0,1,1
direct_eyewitness,sheshhhh i think another earthquake coming,1,1,1,1,1,0,0,0,1,0,0,1,0
direct_eyewitness,little bit of a shake tonight.  #earthquake,1,1,1,1,1,1,0,0,1,1,0,0,0
direct_eyewitness,whoa that earthquake was weird  felt like an explosion!!!,0,1,1,0,1,1,1,0,1,0,0,0,1
direct_eyewitness,am i trippen or was that an earthquake lol,1,1,1,1,1,0,0,1,1,0,0,1,1
direct_eyewitness,please tell me someone felt that earthquake ?!?!?,0,1,1,0,1,1,1,0,1,0,0,0,1
direct_eyewitness,damn earthquake woke me up,1,1,1,0,1,1,0,0,1,0,0,0,0
direct_eyewitness,wtf that was a mf earthquake,0,1,1,1,1,1,0,1,1,1,0,0,0
direct_eyewitness,am i tweakin or was there just an earthquake,1,1,1,1,1,0,0,0,1,1,0,1,1
direct_eyewitness,"my 8yo daughter's reaction to the m3.5 tremor today: ""that earthquake was delightful!"" #calichild",0,1,1,0,1,0,1,0,1,0,0,0,1
direct_eyewitness,so we just had an earthquake um,0,1,0,0,1,0,0,0,1,1,0,1,1
direct_eyewitness,earthquake while in the restroom   #earthquake  #california,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,#earthquake #sanfranciscobayarea  whoa  a big shakeroo out here in the east bay,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness, mhat i was just wondering if that was an earthquake or whether a truck hit my building ,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,did we just have an earthquake,0,1,1,0,1,0,0,0,1,1,0,1,1
direct_eyewitness,little #earthquake. haven't felt one in a while. guessing 3.6.,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,anyone else just feel an earthquake or am i trippin,1,1,1,1,1,0,0,0,1,1,0,1,1
direct_eyewitness,did we just have a little baby earthquake?,0,1,1,1,1,1,1,0,1,1,0,1,0
direct_eyewitness,if i feel another earthquake.. i  m moving.,1,1,1,1,1,0,0,0,1,1,0,1,0
direct_eyewitness,yo an earthquake?,0,1,0,0,1,0,1,0,1,0,0,0,1
direct_eyewitness,lmao earthquake! i hope i die.,1,1,1,1,1,0,1,0,1,0,0,1,0
direct_eyewitness,was that an earthquake????,0,1,1,0,1,0,1,0,1,0,0,0,1
direct_eyewitness,what earthquake lol,0,1,1,0,0,0,0,1,1,1,0,0,0
direct_eyewitness,right as i was gonna start homework an earthquake happens. so yeah no,1,1,1,1,1,0,0,0,1,0,0,1,1
direct_eyewitness,venuslux hey my lovely friend venus how you been we just had a earthquake up here like a 3.8,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,obligatory earthquake tweet. that was a long one!,0,1,1,1,1,1,1,0,1,1,0,0,0
direct_eyewitness,that was a gnarly one. #earthquake,0,1,1,1,1,1,0,0,1,1,0,0,0
direct_eyewitness,damn that earthquake got my heart racing ,0,0,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,san francisco just experienced a minor earthquake.,0,1,1,1,1,1,0,0,1,1,0,1,0
direct_eyewitness, idothethinking big ass earthquake.,0,0,1,0,0,0,0,0,0,0,0,0,0
direct_eyewitness,either there was an earthquake just now or a demon was shaking my bed i  m scared,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,was that an earthquake just now?,0,1,1,0,1,0,1,0,1,1,0,1,1
direct_eyewitness,just felt an earthquake!  my board game shelf wobbled.,0,1,0,0,1,0,1,0,1,1,0,1,1
direct_eyewitness,no but there really was just an earthquake. felt it in hayward.,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,alright  either i'm sleep deprived or we just had an earthquake,0,1,1,0,1,0,0,0,1,1,0,1,1
direct_eyewitness,i know y  all felt that earthquake,1,1,1,1,1,0,0,0,1,1,0,1,0
direct_eyewitness,was that an earthquake?  #sanmateo #bayarea,0,1,1,0,1,0,1,0,1,0,0,0,1
direct_eyewitness,that earthquake...whoa ,0,0,1,0,0,0,0,0,1,0,1,0,0
direct_eyewitness,holy earthquake batman! that  s the first time i almost got under something.,1,1,1,1,1,0,1,0,1,0,0,1,0
direct_eyewitness,so i missed an earthquake?,1,1,1,1,1,0,1,0,1,0,0,1,1
direct_eyewitness,just a wee #earthquake here in oakland.,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,who else felt an #earthquake #sanfrancisco  earthquakebot,0,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,that earthquake shook me,1,1,1,0,1,1,0,0,1,0,0,0,0
direct_eyewitness,queue earthquake tweets,0,0,0,0,0,0,0,0,0,0,0,0,0
direct_eyewitness,1st time feelin an earthquake was not a breeze !!!,0,1,1,1,1,1,1,0,1,1,0,0,1
direct_eyewitness,damn earthquake in sf,0,1,0,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,so apparently there was just an earthquake? lol i didn  t feel a thing. you guys?  kl8nk  mookyblast  wingedwheeler28,1,1,1,1,1,1,1,1,1,1,0,1,1
direct_eyewitness,shit that was an earthquake,0,1,1,0,1,0,0,0,1,0,0,0,1
direct_eyewitness,was that an earthquake or did you just rock my world :),1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,oh i do hate an earthquake.,1,1,1,1,1,0,0,0,1,0,0,1,1
direct_eyewitness,earthquake! #earthquake #berkeley #sanfrancisco,0,0,0,0,0,0,1,0,0,0,0,0,0
direct_eyewitness,did anyone feel that earthquake in #fidi #sf?,0,1,1,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,for once i felt the earthquake,1,1,1,1,1,0,0,0,1,1,0,1,0
direct_eyewitness,ho lee fuk. #earthquake (or) #earthquake,0,0,0,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,well that was a tiny little earthquake.,0,1,1,1,1,1,0,0,1,1,0,0,0
direct_eyewitness,that earthquake scared the shit outta me.,0,0,1,0,1,0,0,0,1,0,0,0,0
direct_eyewitness,y  all feel that earthquake ?,0,1,1,0,0,0,1,0,1,1,0,0,0
direct_eyewitness,why must a fat ass earthquake happen when i  m watching some paranormal shit ,1,1,1,1,1,1,0,0,1,1,0,1,0
direct_eyewitness,earthquake:  *earthquake* me:  i just sat down.,1,1,1,1,1,0,0,0,1,1,0,1,0
direct_eyewitness,hey earthquake how you doing :),0,1,1,0,1,1,0,0,1,0,0,1,1
direct_eyewitness,okay but that earthquake tho...,0,0,1,0,0,0,0,0,1,1,0,0,0
direct_eyewitness,did anyone felt this earthquake? #oakland #earthquake,0,1,1,0,0,1,1,0,1,0,0,0,0
direct_eyewitness,fuck that earthquake,0,0,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,earthquake? what a dramatic welcome back to california,0,1,1,1,1,1,1,0,1,1,0,0,0
direct_eyewitness,another earthquake... i can  t... i  m gonna go through another hyperventilating breakdown,1,1,1,1,1,0,0,0,1,0,0,1,0
direct_eyewitness,oh yea that earthquake just had me trippin,0,1,1,0,1,1,0,0,1,1,0,1,0
direct_eyewitness,anyone else feel that?  earthquake,0,1,0,0,0,0,1,0,1,1,0,0,0
direct_eyewitness,was there just an earthquake????,0,1,1,0,1,0,1,0,1,1,0,1,1
direct_eyewitness,a small earthquake just happened,0,1,1,1,1,1,0,0,1,1,0,1,0
direct_eyewitness,fake earthquake ,0,0,0,0,0,0,0,0,0,0,1,0,0
direct_eyewitness,fuck that earthquake ,0,0,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,just felt an earthquake and first reaction was this better not be a big one because i gotta watch this 2nd half.,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,was that a slight earthquake i just felt?,1,1,1,1,1,1,1,0,1,1,0,1,0
direct_eyewitness,that earthquake was unpleasant.,0,1,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,was that an earthquake!?,0,1,1,0,1,0,1,0,1,0,0,0,1
direct_eyewitness,big one. #earthquake #sanfrancisco,0,0,1,0,0,0,0,0,0,0,0,0,0
direct_eyewitness,earthquake shook the wood out my lips,1,1,1,1,1,0,0,0,1,0,0,1,1
direct_eyewitness,was there an #earthquake #sanfrancisco ?,0,1,1,0,1,0,1,0,1,0,0,0,1
direct_eyewitness,another lame ass earthquake,0,0,1,0,0,0,0,0,0,0,0,0,0
direct_eyewitness,i felt that earthquake #earthquake,1,1,1,1,1,0,0,0,1,0,0,1,0
direct_eyewitness,just felt a buttock-wiggling earthquake in the inner sunset.,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,that #earthquake we just felt reminded us to remind you to check out our latest podcast about the  sjearthquakes  https://t.co/jhdiythvxp,0,1,1,1,1,0,0,0,1,1,0,1,0
direct_eyewitness,thought i heard thunder earlier but i think it was an earthquake,1,1,1,1,1,0,0,0,1,1,0,1,1
direct_eyewitness,electricb1ue there was an earthquake?,0,1,1,0,1,0,1,0,1,0,0,0,1
direct_eyewitness,"[obligatory ""you just feel that earthquake? tweet]",0,1,1,0,0,0,1,0,1,1,0,1,0
direct_eyewitness,was it just me or was that an earthquake?,0,1,1,0,1,1,1,0,1,1,0,1,1
direct_eyewitness,yall felt that earthquake ,0,1,1,0,0,0,0,0,1,0,0,0,0
direct_eyewitness,did i just feel an earthquake in san francisco? currently in the richmond district.,1,1,1,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,wow!! big one in the bay area - #earthquake,0,1,1,1,1,1,1,0,1,1,0,1,1
direct_eyewitness,queue the earthquake statuses.,0,0,1,0,1,0,0,0,0,0,0,0,0
direct_eyewitness,am i trippin or was that an earthquake ??,1,1,1,1,1,0,1,0,1,0,0,1,1
direct_eyewitness,little earthquake in sf,0,1,0,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,bit of an earthquake felt in pacifica. more of a double thud than a rumbly roller,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,i think i just felt an earthquake,1,1,1,1,1,0,0,0,1,1,0,1,1
direct_eyewitness,earthquake? в�№пёџ,0,0,0,0,0,0,1,0,0,0,1,0,0
direct_eyewitness,ay  st47ngermusic  member when the earthquake hit,0,0,1,1,1,1,0,0,1,0,0,0,0
direct_eyewitness,thats the first earthquake ive been awake for in a while,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,yo was that an earthquake or is it windy as fuck,0,1,1,0,1,1,0,0,1,0,0,0,1
direct_eyewitness,welp there was just an earthquake in the bay area the end is near,0,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,pretty good sized earthquake in oakland.,0,1,0,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,either the #dubs fans are getting extra raucous or i just felt an #earthquake in #oakland,1,1,1,1,1,1,0,0,1,1,0,1,1
direct_eyewitness,anyone else feel that? #earthquake,0,1,0,0,0,0,1,0,1,1,0,0,0
direct_eyewitness,mini earthquake woke me up from my halftime nap!!,1,1,1,0,1,1,1,0,1,0,0,0,1
direct_eyewitness,earthquake!!,0,1,1,1,1,1,1,0,1,1,0,0,0
direct_eyewitness,bruh was that a fucking earthquake ?!,0,1,1,1,1,1,1,0,1,1,0,0,0
